31835.146609,27746.723705,24265.743771,21320.273041,18647.619926,16428.318402,14520.80454,12826.519442,11505.067206,10332.454627,9209.024836,8317.657335,7723.635511,6981.732021,6963.118192,6536.679669,6059.513353,5822.242805,5476.828924,5237.423367,5101.091401,4833.877911,4689.09513,4635.118784,4429.623952,4325.079166,4343.640467,4307.052567,4244.152382,4196.109661,4047.231481,4102.822707,4065.964639,4023.254076,4174.825359,4033.134887,3887.851274,3983.925688,3876.265516,3853.831307,3854.904494,3935.536293,3888.134601,3914.237593,3829.776351,3828.376641,3897.047709,3819.881894,3820.00721,3804.792861
31802.419325,27640.882524,24127.415741,21138.616316,18399.769011,16118.236679,14161.046512,12598.268052,11145.179547,10014.810593,9005.155235,8230.007511,7393.848799,6750.663987,6694.270761,6352.115857,5942.913631,5507.69445,5217.047033,5077.085922,4771.85334,4709.475753,4434.782767,4403.041338,4270.202346,4146.55612,4029.095112,3979.040018,3887.857764,3829.224484,3930.547441,3846.564766,3721.221408,3730.448866,3787.452037,3703.597027,3907.887422,3748.475565,3754.514444,3632.450805,3699.60001,3598.660993,3698.949857,3626.307339,3602.205047,3583.3457,3696.355217,3575.378067,3655.207128,3664.82978
31651.509522,27335.926102,23844.428461,20775.937398,18253.842514,15816.077809,13934.815231,12332.389272,10903.557716,9805.735591,8787.726167,7918.470148,7185.837287,6529.129716,6473.456097,6107.724733,5636.635287,5278.847401,5084.672709,4859.581836,4538.875901,4369.692895,4276.502789,4324.837559,3976.364674,3868.540739,3805.872935,3845.735927,3709.282281,3615.020855,3580.517842,3643.218412,3506.408721,3477.737945,3547.986137,3477.733314,3528.027278,3416.589232,3497.511531,3509.574836,3390.62014,3382.30058,3356.286171,3483.606155,3397.982088,3358.088212,3369.398149,3451.678652,3354.455813,3340.244839
31338.313981,27226.537273,23589.540245,20603.382141,18037.803916,15803.60539,13744.693573,12269.586569,10752.723075,9610.316619,8584.811506,7706.469116,6988.674618,6969.019607,6303.238087,5914.756258,5417.692036,5093.128298,4899.675027,4565.763235,4339.822516,4352.174842,4140.286854,3971.309032,3821.090493,3703.451241,3697.019796,3626.013349,3503.683014,3447.724813,3463.74613,3343.433572,3324.922749,3383.664919,3256.761362,3372.359036,3354.835324,3230.240746,3241.824271,3152.379617,3289.903008,3212.163384,3183.47177,3162.711357,3252.606272,3157.206987,3248.626853,3256.295511,3158.851211,3153.474772
31168.909494,27066.072596,23465.373802,20454.473512,17874.068843,15456.085871,13690.73156,11978.570405,10561.599352,9413.354356,8422.649415,7544.762552,6778.903297,6658.456615,6191.968934,5658.588123,5352.604253,4912.953686,4584.257434,4391.349325,4181.382368,3988.611519,3362.098722,3701.970154,3608.626989,3530.856077,3409.333682,3356.503234,3309.689458,3249.240591,3207.718923,3191.944851,3228.396157,3099.052369,3080.852663,3060.899693,3157.428209,3029.906227,3032.319386,3016.524292,3102.906834,3021.264851,2994.150647,2979.761347,2970.801254,3007.978351,2957.119545,3060.819401,3085.405856,3074.293318
31083.26546,27064.979453,23266.893517,20320.574187,17608.86724,15470.546709,13407.244459,11905.261303,10431.577483,9263.205324,8267.705343,7493.359951,6641.253886,6617.934498,5988.313089,5517.716309,5179.220993,4858.998207,4666.242002,4223.320743,4072.443864,3925.07134,3685.716133,3583.110037,3441.048422,3357.660168,3354.501861,3252.876812,3119.740811,3077.635506,3180.890427,3066.436785,2974.050204,3030.491801,2913.048047,2992.156517,2876.775916,2852.587084,2952.252353,2912.093087,2921.753903,2900.639876,2915.058074,2839.734387,2931.107004,2888.147157,2810.906174,2855.344333,2905.837875,2995.67496
31012.399833,26697.777858,23256.51664,20289.783175,17592.932417,15366.669664,13347.278209,11665.389821,10312.576924,9130.894748,8091.696562,7257.062068,6578.68067,6432.028852,5818.368092,5417.1213,4952.710113,4634.31708,4426.832523,4073.905571,3956.78468,3682.630445,3561.201655,3417.468257,3316.877183,2805.820887,3181.291573,3023.785438,2963.121078,2952.183572,2933.625159,2945.196771,2838.905703,2853.128271,2792.761429,2773.721892,2718.553625,2715.748808,2737.790438,2721.565478,2695.283096,2657.971435,2682.519172,2703.541749,2649.594665,2679.038098,2730.648618,2634.164367,2658.31678,2666.039647
30745.315638,26714.205121,23132.794232,20093.323448,17450.159837,15046.78784,13326.990344,11711.265575,10238.747178,8985.488171,7986.82283,7136.231967,6931.253919,6353.716022,5765.603724,5336.168816,4865.61687,4579.303173,4299.442856,4027.885013,3838.40146,3580.02191,3431.614331,3324.106951,3178.044465,3087.671851,3019.913523,2912.765309,2858.56362,2805.69298,2750.085345,2766.427849,2743.056575,2721.647161,2653.267238,2655.708302,2612.601373,2614.940256,2599.331946,2668.173437,2583.919369,2604.836436,2536.20209,2542.194398,2523.418241,2548.460761,2553.772495,2566.82285,2634.690221,2505.47315
30809.099525,26560.125885,23014.741275,20003.42467,17364.971741,14974.040793,13233.740587,11512.722919,10139.032808,8889.385961,7884.515916,7039.19241,6830.801823,6250.530582,5636.498891,5207.546405,4764.638691,4383.504209,4219.917806,3843.336083,3679.869223,3503.120707,3291.705361,3249.101985,3115.654675,2945.079071,2923.192496,2872.770741,2790.495386,2682.314808,2684.662032,2671.178012,2635.950564,2656.370878,2545.688278,2575.940584,2476.570318,2517.897624,2504.798036,2535.841507,2519.299758,2460.887098,2502.474702,2475.644078,2522.082121,2451.555229,2413.125221,2411.786504,2417.628499,2436.219438
30738.063625,26570.836008,23068.347749,19777.474486,17184.316662,15058.591214,13050.83961,11442.358496,10150.605921,8837.304992,7829.397554,6942.582214,6773.623168,6179.173201,5587.321773,5082.945381,4622.532972,4387.017916,4030.708956,3800.525216,3554.696923,3421.740216,3282.799959,3135.775001,2989.567275,2943.687808,2819.939041,2710.000195,2684.849806,2626.110749,2638.364963,2537.843668,2549.238001,2458.594281,2491.299137,2429.685832,2417.295221,2379.485622,2394.239396,2433.20462,2376.000387,2403.622405,2365.669856,2382.194974,2350.468418,2312.491806,2334.106585,2386.639012,2401.980233,2321.150549
