5174.359547,5116.856802,5172.985027,5055.113493,5125.763539,5159.007864,5200.470428,5083.582465,5194.678975,5101.054973,5088.291663,5117.233972,5046.483085,5141.562534,5187.759661,5186.479018,5171.96957,5159.054402,5167.32491,5120.531458,5121.556572,5059.539194,5186.135593,5201.723698,5167.088792,5160.339924,5169.976915,5175.870139,5153.81706,5070.482157
4888.749777,4722.694758,4713.523542,4606.984287,4609.75662,4595.329364,4700.180183,4591.854335,4599.419107,4921.112606,4660.736496,4670.304252,4709.8748,4627.969134,4632.622961,4565.456981,4715.584645,4534.365386,4598.148824,4658.140348,4665.315096,4576.955241,4704.155473,4609.158529,4617.046621,4673.541332,4606.043855,4673.790903,4627.540619,4563.704998
4275.206491,4170.147221,4299.94197,4251.722095,4256.996765,4257.491999,4254.962117,4230.401282,4256.454238,4195.238919,4244.991184,4249.551658,4246.009053,4252.308421,4155.788562,4237.321801,4234.614886,4158.660267,4250.982662,4249.591881,4249.537258,4282.581413,4253.047736,4261.305488,4244.593759,4244.759328,4194.356171,4244.550114,4241.791302,4192.097542
3887.794851,3883.874225,3801.247937,3772.077822,3890.635185,3886.926324,3886.296669,3870.526828,3904.497759,3853.401549,3872.33768,3856.780576,3892.40985,3912.660433,3898.409788,3898.737166,3901.241391,3879.741652,3879.847963,3901.042691,3893.381798,3889.37496,3825.792498,3884.580788,3794.450488,3893.718432,3862.20221,3914.3662,3849.461866,3795.134951
3552.668503,3441.313795,3610.202658,3484.240533,3810.655965,3585.277826,3593.122395,3608.660512,3585.356008,3583.019306,3593.779893,3593.893625,3612.992363,3545.768225,3552.418425,3570.701916,3594.195867,3483.877999,3590.202139,3602.247665,3572.809389,3513.134822,3568.0603,3562.450783,3576.004193,3585.866057,3600.22838,3594.603514,3584.319553,3469.486209
3375.983563,3344.161379,3351.193998,3344.80772,3315.862607,3265.84351,3357.884673,3302.437276,3337.911141,3332.013708,3342.135282,3312.711972,3324.326808,3332.864146,3307.92014,3363.951055,3342.149529,3359.707245,3352.943147,3316.271575,3334.678509,3332.637947,3332.167166,3305.445379,3334.370023,3316.266163,3332.696722,3334.336196,3331.377454,3321.377262
3121.580744,3158.519582,3149.077363,3150.347956,3112.55019,3150.765823,3129.642187,3042.695709,3126.720674,3146.530671,3142.588325,3208.686828,3148.845576,3134.16347,3079.627486,3177.736308,3140.891389,3001.057993,3134.146656,3157.739902,3033.941845,3152.327299,3125.138703,3106.077292,3124.373732,3147.773303,3097.612496,3175.279558,3146.86404,3140.290988
2961.429691,3047.599017,3012.712849,2987.452785,3021.431553,3027.42163,3014.680621,3023.474871,2968.263022,3043.476436,3119.059657,3049.389243,3049.388575,3025.972054,3067.873057,3048.389333,3048.383134,3045.38979,3073.151909,3009.017729,3014.501554,3010.183412,2986.230908,3012.010748,3018.12378,3017.373074,3025.838417,3016.859204,3010.521414,2987.726083
2966.06226,2953.493538,2951.617691,2954.750686,2973.044573,2979.911425,2945.751894,2986.42536,2958.82666,2937.107283,2947.030483,2967.512735,2939.89805,2959.492588,2955.159425,2967.236166,2987.640001,2953.27285,3003.310292,2926.719917,2986.336584,2957.174332,2949.983093,2938.987816,2972.419249,2948.024314,2957.383762,2948.91572,2957.766427,2931.458956
2993.462806,2956.601103,2956.702755,2956.076678,2929.62398,2935.84324,2954.043201,2969.406323,2912.470962,3126.557312,2926.117794,2987.000469,2906.014252,2929.909607,2941.803818,2961.813439,2959.115445,2894.404158,2931.036684,2933.60223,2964.244492,2937.653439,3197.152601,3006.130952,2895.747805,2951.048864,2945.906463,2938.347737,2990.688558,2959.022503
2984.95076,2931.456226,2972.629109,2983.989489,2993.012232,2956.095731,2918.070365,3007.412029,2946.458549,2974.873761,2943.509018,2964.556428,2965.633685,2975.696072,2991.964829,2939.251182,2948.355487,2945.926686,2939.376808,2972.264459,2946.543775,2945.457925,2957.401097,2961.497567,3002.369956,2931.673007,2995.605833,2923.260987,2966.850948,2903.608163
3059.788524,3044.984464,3065.50537,3039.702799,3090.52493,3062.054651,3025.041554,3045.880365,3050.727638,2987.673502,3037.228032,3077.813671,3329.073825,3065.559273,3053.686222,3261.848097,3001.295634,3054.066507,3085.339254,3029.609368,3052.037047,3087.032982,3051.773989,3026.453251,3029.151757,3058.511452,3009.967235,3097.098806,3091.615097,3058.456617
3277.695685,3236.295204,3287.963913,3251.18276,3277.294099,3203.529074,3218.226602,3203.502696,3260.693683,3271.891087,3192.417847,3205.857286,3256.278104,3188.546985,3222.569961,3213.931834,3203.128096,3200.601614,3218.317267,3218.935264,3224.046151,3205.81448,3176.678792,3231.99118,3272.07374,3247.034559,3225.701945,3186.300704,3199.226106,3243.189334
3469.705311,3479.914937,3437.928986,3481.600136,3455.86887,3452.831906,3482.804307,3441.200458,3442.18317,3476.076458,3465.628835,3455.856199,3470.519159,3454.335066,3486.070641,3445.835986,3468.533443,3497.740613,3495.677954,3520.058603,3475.002953,3485.387941,3437.555452,3460.289681,3479.28806,3494.016564,3455.954423,3502.911839,3475.41739,3494.086054
3807.931206,3793.748561,3757.136562,3763.819719,3704.762056,3764.670356,3814.230223,3724.25126,3771.356198,3761.639357,3792.78458,3761.7785,3729.645656,3733.906414,3772.355021,3744.768534,3700.291728,3768.995281,3784.050778,3737.253384,3733.889746,3800.177197,3775.529825,3765.674092,3826.63479,3759.60806,3765.61136,3721.745712,3806.209618,3716.393617
4200.737235,4254.82303,4235.293726,4156.069538,4129.11794,4177.609782,4181.723619,4201.724945,4217.181255,4207.206734,4225.924824,4200.082294,4206.987392,4170.900011,4164.183418,4139.300297,4137.863239,4145.019722,4213.20766,4196.694109,4107.649188,4178.625741,4187.337797,4169.807365,4178.06375,4154.259728,4178.954646,4143.32642,4194.95802,4109.152558
4701.367772,4574.591765,4716.983076,4597.453004,4668.158487,4585.99334,4698.442925,4665.665901,4583.901136,4684.065542,4592.683219,4632.99307,4632.230294,4689.989754,4640.667762,4662.655821,4689.419285,4599.828017,4643.154742,4704.190753,4600.41407,4609.249245,4603.249864,4659.079422,4680.420915,4670.445092,4665.265601,4563.07246,4613.119093,4637.613124
5283.308965,5290.640145,5304.932116,5179.19858,5235.107982,5174.562666,5219.716636,5262.89324,5241.45067,5295.554275,5249.088069,5268.320709,5192.994149,5223.400083,5210.749913,5226.252633,5183.485377,5213.196041,5268.512231,5177.173688,5195.751817,5184.614556,5301.552057,5243.61413,5223.345717,5202.864054,5240.895431,5217.606245,5221.73027,5188.008115
